,Unnamed: 0,filename,number,y
24101,24101,data/train/image21024_837xx.png,3,"[8, 3, 7, 10, 10]"
24102,24102,data/train/image2623_86xxx.png,2,"[8, 6, 10, 10, 10]"
24103,24103,data/train/image2429_120xx.png,3,"[1, 2, 0, 10, 10]"
24104,24104,data/train/image5853_2xxxx.png,1,"[2, 10, 10, 10, 10]"
24105,24105,data/train/image15575_120xx.png,3,"[1, 2, 0, 10, 10]"
24106,24106,data/train/image20746_15xxx.png,2,"[1, 5, 10, 10, 10]"
24107,24107,data/train/image7164_159xx.png,3,"[1, 5, 9, 10, 10]"
24108,24108,data/train/image14848_164xx.png,3,"[1, 6, 4, 10, 10]"
24109,24109,data/train/image15503_37xxx.png,2,"[3, 7, 10, 10, 10]"
24110,24110,data/train/image15875_132xx.png,3,"[1, 3, 2, 10, 10]"
24111,24111,data/train/image13000_248xx.png,3,"[2, 4, 8, 10, 10]"
24112,24112,data/train/image21884_97xxx.png,2,"[9, 7, 10, 10, 10]"
24113,24113,data/train/image12204_43xxx.png,2,"[4, 3, 10, 10, 10]"
24114,24114,data/train/image17499_29xxx.png,2,"[2, 9, 10, 10, 10]"
24115,24115,data/train/image29093_9xxxx.png,1,"[9, 10, 10, 10, 10]"
24116,24116,data/train/image9431_46xxx.png,2,"[4, 6, 10, 10, 10]"
24117,24117,data/train/image16039_275xx.png,3,"[2, 7, 5, 10, 10]"
24118,24118,data/train/image14706_49xxx.png,2,"[4, 9, 10, 10, 10]"
24119,24119,data/train/image21971_69xxx.png,2,"[6, 9, 10, 10, 10]"
24120,24120,data/train/image23624_28xxx.png,2,"[2, 8, 10, 10, 10]"
24121,24121,data/train/image17898_239xx.png,3,"[2, 3, 9, 10, 10]"
24122,24122,data/train/image26263_22xxx.png,2,"[2, 2, 10, 10, 10]"
24123,24123,data/train/image376_37xxx.png,2,"[3, 7, 10, 10, 10]"
24124,24124,data/train/image3022_87xxx.png,2,"[8, 7, 10, 10, 10]"
24125,24125,data/train/image10200_191xx.png,3,"[1, 9, 1, 10, 10]"
24126,24126,data/train/image6685_292xx.png,3,"[2, 9, 2, 10, 10]"
24127,24127,data/train/image26541_2xxxx.png,1,"[2, 10, 10, 10, 10]"
24128,24128,data/train/image8717_76xxx.png,2,"[7, 6, 10, 10, 10]"
24129,24129,data/train/image18358_13xxx.png,2,"[1, 3, 10, 10, 10]"
24130,24130,data/train/image12406_98xxx.png,2,"[9, 8, 10, 10, 10]"
24131,24131,data/train/image16859_14xxx.png,2,"[1, 4, 10, 10, 10]"
24132,24132,data/train/image27224_54xxx.png,2,"[5, 4, 10, 10, 10]"
24133,24133,data/train/image6329_4xxxx.png,1,"[4, 10, 10, 10, 10]"
24134,24134,data/train/image14024_44xxx.png,2,"[4, 4, 10, 10, 10]"
24135,24135,data/train/image20402_47xxx.png,2,"[4, 7, 10, 10, 10]"
24136,24136,data/train/image23276_52xxx.png,2,"[5, 2, 10, 10, 10]"
24137,24137,data/train/image22811_2251x.png,4,"[2, 2, 5, 1, 10]"
24138,24138,data/train/image23956_15xxx.png,2,"[1, 5, 10, 10, 10]"
24139,24139,data/train/image4807_326xx.png,3,"[3, 2, 6, 10, 10]"
24140,24140,data/train/image23989_48xxx.png,2,"[4, 8, 10, 10, 10]"
24141,24141,data/train/image18680_101xx.png,3,"[1, 0, 1, 10, 10]"
24142,24142,data/train/image8288_36xxx.png,2,"[3, 6, 10, 10, 10]"
24143,24143,data/train/image26373_8xxxx.png,1,"[8, 10, 10, 10, 10]"
24144,24144,data/train/image23219_1421x.png,4,"[1, 4, 2, 1, 10]"
24145,24145,data/train/image10501_12xxx.png,2,"[1, 2, 10, 10, 10]"
24146,24146,data/train/image24832_691xx.png,3,"[6, 9, 1, 10, 10]"
24147,24147,data/train/image1221_115xx.png,3,"[1, 1, 5, 10, 10]"
24148,24148,data/train/image8294_203xx.png,3,"[2, 0, 3, 10, 10]"
24149,24149,data/train/image28926_17xxx.png,2,"[1, 7, 10, 10, 10]"
24150,24150,data/train/image14040_51xxx.png,2,"[5, 1, 10, 10, 10]"
24151,24151,data/train/image19790_5xxxx.png,1,"[5, 10, 10, 10, 10]"
24152,24152,data/train/image20050_136xx.png,3,"[1, 3, 6, 10, 10]"
24153,24153,data/train/image2456_98xxx.png,2,"[9, 8, 10, 10, 10]"
24154,24154,data/train/image9813_1454x.png,4,"[1, 4, 5, 4, 10]"
24155,24155,data/train/image17177_155xx.png,3,"[1, 5, 5, 10, 10]"
24156,24156,data/train/image16381_4xxxx.png,1,"[4, 10, 10, 10, 10]"
24157,24157,data/train/image10775_333xx.png,3,"[3, 3, 3, 10, 10]"
24158,24158,data/train/image10577_154xx.png,3,"[1, 5, 4, 10, 10]"
24159,24159,data/train/image21003_430xx.png,3,"[4, 3, 0, 10, 10]"
24160,24160,data/train/image4626_17xxx.png,2,"[1, 7, 10, 10, 10]"
24161,24161,data/train/image25375_46xxx.png,2,"[4, 6, 10, 10, 10]"
24162,24162,data/train/image28123_37xxx.png,2,"[3, 7, 10, 10, 10]"
24163,24163,data/train/image26422_1xxxx.png,1,"[1, 10, 10, 10, 10]"
24164,24164,data/train/image3471_2xxxx.png,1,"[2, 10, 10, 10, 10]"
24165,24165,data/train/image12262_6xxxx.png,1,"[6, 10, 10, 10, 10]"
24166,24166,data/train/image15090_10xxx.png,2,"[1, 0, 10, 10, 10]"
24167,24167,data/train/image8111_39xxx.png,2,"[3, 9, 10, 10, 10]"
24168,24168,data/train/image28630_33xxx.png,2,"[3, 3, 10, 10, 10]"
24169,24169,data/train/image758_183xx.png,3,"[1, 8, 3, 10, 10]"
24170,24170,data/train/image21644_11xxx.png,2,"[1, 1, 10, 10, 10]"
24171,24171,data/train/image16155_21xxx.png,2,"[2, 1, 10, 10, 10]"
24172,24172,data/train/image21091_12xxx.png,2,"[1, 2, 10, 10, 10]"
24173,24173,data/train/image20790_8xxxx.png,1,"[8, 10, 10, 10, 10]"
24174,24174,data/train/image1123_88xxx.png,2,"[8, 8, 10, 10, 10]"
24175,24175,data/train/image1302_28xxx.png,2,"[2, 8, 10, 10, 10]"
24176,24176,data/train/image7538_11xxx.png,2,"[1, 1, 10, 10, 10]"
24177,24177,data/train/image12668_2230x.png,4,"[2, 2, 3, 0, 10]"
24178,24178,data/train/image10316_314xx.png,3,"[3, 1, 4, 10, 10]"
24179,24179,data/train/image2119_16xxx.png,2,"[1, 6, 10, 10, 10]"
24180,24180,data/train/image8695_57xxx.png,2,"[5, 7, 10, 10, 10]"
24181,24181,data/train/image21299_247xx.png,3,"[2, 4, 7, 10, 10]"
24182,24182,data/train/image18560_127xx.png,3,"[1, 2, 7, 10, 10]"
24183,24183,data/train/image9954_247xx.png,3,"[2, 4, 7, 10, 10]"
24184,24184,data/train/image550_96xxx.png,2,"[9, 6, 10, 10, 10]"
24185,24185,data/train/image27251_6xxxx.png,1,"[6, 10, 10, 10, 10]"
24186,24186,data/train/image24943_115xx.png,3,"[1, 1, 5, 10, 10]"
24187,24187,data/train/image9910_689xx.png,3,"[6, 8, 9, 10, 10]"
24188,24188,data/train/image7691_8xxxx.png,1,"[8, 10, 10, 10, 10]"
24189,24189,data/train/image26424_18xxx.png,2,"[1, 8, 10, 10, 10]"
24190,24190,data/train/image28422_80xxx.png,2,"[8, 0, 10, 10, 10]"
24191,24191,data/train/image21297_49xxx.png,2,"[4, 9, 10, 10, 10]"
24192,24192,data/train/image23491_25xxx.png,2,"[2, 5, 10, 10, 10]"
24193,24193,data/train/image17409_1936x.png,4,"[1, 9, 3, 6, 10]"
24194,24194,data/train/image20933_10xxx.png,2,"[1, 0, 10, 10, 10]"
24195,24195,data/train/image17570_27xxx.png,2,"[2, 7, 10, 10, 10]"
24196,24196,data/train/image16440_328xx.png,3,"[3, 2, 8, 10, 10]"
24197,24197,data/train/image14194_200xx.png,3,"[2, 0, 0, 10, 10]"
24198,24198,data/train/image6174_1907x.png,4,"[1, 9, 0, 7, 10]"
24199,24199,data/train/image4973_16xxx.png,2,"[1, 6, 10, 10, 10]"
24200,24200,data/train/image6906_6xxxx.png,1,"[6, 10, 10, 10, 10]"
24201,24201,data/train/image11682_103xx.png,3,"[1, 0, 3, 10, 10]"
24202,24202,data/train/image20562_9xxxx.png,1,"[9, 10, 10, 10, 10]"
24203,24203,data/train/image510_24xxx.png,2,"[2, 4, 10, 10, 10]"
24204,24204,data/train/image10989_17xxx.png,2,"[1, 7, 10, 10, 10]"
24205,24205,data/train/image2828_34xxx.png,2,"[3, 4, 10, 10, 10]"
24206,24206,data/train/image22121_1xxxx.png,1,"[1, 10, 10, 10, 10]"
24207,24207,data/train/image2923_402xx.png,3,"[4, 0, 2, 10, 10]"
24208,24208,data/train/image11593_1xxxx.png,1,"[1, 10, 10, 10, 10]"
24209,24209,data/train/image20681_75xxx.png,2,"[7, 5, 10, 10, 10]"
24210,24210,data/train/image25009_18xxx.png,2,"[1, 8, 10, 10, 10]"
24211,24211,data/train/image14179_47xxx.png,2,"[4, 7, 10, 10, 10]"
24212,24212,data/train/image12532_128xx.png,3,"[1, 2, 8, 10, 10]"
24213,24213,data/train/image26599_2xxxx.png,1,"[2, 10, 10, 10, 10]"
24214,24214,data/train/image28157_7xxxx.png,1,"[7, 10, 10, 10, 10]"
24215,24215,data/train/image18394_191xx.png,3,"[1, 9, 1, 10, 10]"
24216,24216,data/train/image27117_651xx.png,3,"[6, 5, 1, 10, 10]"
24217,24217,data/train/image25332_43xxx.png,2,"[4, 3, 10, 10, 10]"
24218,24218,data/train/image12791_1212x.png,4,"[1, 2, 1, 2, 10]"
24219,24219,data/train/image28068_37xxx.png,2,"[3, 7, 10, 10, 10]"
24220,24220,data/train/image22050_100xx.png,3,"[1, 0, 0, 10, 10]"
24221,24221,data/train/image18155_466xx.png,3,"[4, 6, 6, 10, 10]"
24222,24222,data/train/image23507_15xxx.png,2,"[1, 5, 10, 10, 10]"
24223,24223,data/train/image29130_234xx.png,3,"[2, 3, 4, 10, 10]"
24224,24224,data/train/image10104_82xxx.png,2,"[8, 2, 10, 10, 10]"
24225,24225,data/train/image15175_152xx.png,3,"[1, 5, 2, 10, 10]"
24226,24226,data/train/image12366_326xx.png,3,"[3, 2, 6, 10, 10]"
24227,24227,data/train/image2956_104xx.png,3,"[1, 0, 4, 10, 10]"
24228,24228,data/train/image13773_63xxx.png,2,"[6, 3, 10, 10, 10]"
24229,24229,data/train/image20893_157xx.png,3,"[1, 5, 7, 10, 10]"
24230,24230,data/train/image17686_90xxx.png,2,"[9, 0, 10, 10, 10]"
24231,24231,data/train/image20634_270xx.png,3,"[2, 7, 0, 10, 10]"
24232,24232,data/train/image6521_215xx.png,3,"[2, 1, 5, 10, 10]"
24233,24233,data/train/image13390_6xxxx.png,1,"[6, 10, 10, 10, 10]"
24234,24234,data/train/image14035_45xxx.png,2,"[4, 5, 10, 10, 10]"
24235,24235,data/train/image24098_35xxx.png,2,"[3, 5, 10, 10, 10]"
24236,24236,data/train/image17540_22xxx.png,2,"[2, 2, 10, 10, 10]"
24237,24237,data/train/image443_9xxxx.png,1,"[9, 10, 10, 10, 10]"
24238,24238,data/train/image22819_68xxx.png,2,"[6, 8, 10, 10, 10]"
24239,24239,data/train/image1092_24xxx.png,2,"[2, 4, 10, 10, 10]"
24240,24240,data/train/image8440_131xx.png,3,"[1, 3, 1, 10, 10]"
24241,24241,data/train/image22252_53xxx.png,2,"[5, 3, 10, 10, 10]"
24242,24242,data/train/image18103_1xxxx.png,1,"[1, 10, 10, 10, 10]"
24243,24243,data/train/image7079_16xxx.png,2,"[1, 6, 10, 10, 10]"
24244,24244,data/train/image8401_5xxxx.png,1,"[5, 10, 10, 10, 10]"
24245,24245,data/train/image21535_37xxx.png,2,"[3, 7, 10, 10, 10]"
24246,24246,data/train/image5042_54xxx.png,2,"[5, 4, 10, 10, 10]"
24247,24247,data/train/image9696_338xx.png,3,"[3, 3, 8, 10, 10]"
24248,24248,data/train/image25158_454xx.png,3,"[4, 5, 4, 10, 10]"
24249,24249,data/train/image25006_12xxx.png,2,"[1, 2, 10, 10, 10]"
24250,24250,data/train/image21651_397xx.png,3,"[3, 9, 7, 10, 10]"
24251,24251,data/train/image14552_724xx.png,3,"[7, 2, 4, 10, 10]"
24252,24252,data/train/image24125_235xx.png,3,"[2, 3, 5, 10, 10]"
24253,24253,data/train/image14472_72xxx.png,2,"[7, 2, 10, 10, 10]"
24254,24254,data/train/image23378_1xxxx.png,1,"[1, 10, 10, 10, 10]"
24255,24255,data/train/image4634_259xx.png,3,"[2, 5, 9, 10, 10]"
24256,24256,data/train/image16488_0xxxx.png,1,"[0, 10, 10, 10, 10]"
24257,24257,data/train/image11201_1xxxx.png,1,"[1, 10, 10, 10, 10]"
24258,24258,data/train/image12095_42xxx.png,2,"[4, 2, 10, 10, 10]"
24259,24259,data/train/image19277_111xx.png,3,"[1, 1, 1, 10, 10]"
24260,24260,data/train/image22058_207xx.png,3,"[2, 0, 7, 10, 10]"
24261,24261,data/train/image2116_147xx.png,3,"[1, 4, 7, 10, 10]"
24262,24262,data/train/image27606_29xxx.png,2,"[2, 9, 10, 10, 10]"
24263,24263,data/train/image6001_31xxx.png,2,"[3, 1, 10, 10, 10]"
24264,24264,data/train/image17335_1xxxx.png,1,"[1, 10, 10, 10, 10]"
24265,24265,data/train/image19526_53xxx.png,2,"[5, 3, 10, 10, 10]"
24266,24266,data/train/image12275_1xxxx.png,1,"[1, 10, 10, 10, 10]"
24267,24267,data/train/image4789_141xx.png,3,"[1, 4, 1, 10, 10]"
24268,24268,data/train/image6709_28xxx.png,2,"[2, 8, 10, 10, 10]"
24269,24269,data/train/image104_1706x.png,4,"[1, 7, 0, 6, 10]"
24270,24270,data/train/image9941_374xx.png,3,"[3, 7, 4, 10, 10]"
24271,24271,data/train/image10800_1xxxx.png,1,"[1, 10, 10, 10, 10]"
24272,24272,data/train/image26034_12xxx.png,2,"[1, 2, 10, 10, 10]"
24273,24273,data/train/image16395_20xxx.png,2,"[2, 0, 10, 10, 10]"
24274,24274,data/train/image23155_827xx.png,3,"[8, 2, 7, 10, 10]"
24275,24275,data/train/image8041_23xxx.png,2,"[2, 3, 10, 10, 10]"
24276,24276,data/train/image24577_197xx.png,3,"[1, 9, 7, 10, 10]"
24277,24277,data/train/image17601_173xx.png,3,"[1, 7, 3, 10, 10]"
24278,24278,data/train/image2199_3925x.png,4,"[3, 9, 2, 5, 10]"
24279,24279,data/train/image17030_2xxxx.png,1,"[2, 10, 10, 10, 10]"
24280,24280,data/train/image26070_425xx.png,3,"[4, 2, 5, 10, 10]"
24281,24281,data/train/image23440_96xxx.png,2,"[9, 6, 10, 10, 10]"
24282,24282,data/train/image24387_182xx.png,3,"[1, 8, 2, 10, 10]"
24283,24283,data/train/image29184_50xxx.png,2,"[5, 0, 10, 10, 10]"
24284,24284,data/train/image20622_2xxxx.png,1,"[2, 10, 10, 10, 10]"
24285,24285,data/train/image25859_46xxx.png,2,"[4, 6, 10, 10, 10]"
24286,24286,data/train/image10453_105xx.png,3,"[1, 0, 5, 10, 10]"
24287,24287,data/train/image3431_123xx.png,3,"[1, 2, 3, 10, 10]"
24288,24288,data/train/image15822_48xxx.png,2,"[4, 8, 10, 10, 10]"
24289,24289,data/train/image628_500xx.png,3,"[5, 0, 0, 10, 10]"
24290,24290,data/train/image1065_3xxxx.png,1,"[3, 10, 10, 10, 10]"
24291,24291,data/train/image13995_56xxx.png,2,"[5, 6, 10, 10, 10]"
24292,24292,data/train/image8776_25xxx.png,2,"[2, 5, 10, 10, 10]"
24293,24293,data/train/image3621_4xxxx.png,1,"[4, 10, 10, 10, 10]"
24294,24294,data/train/image15166_21xxx.png,2,"[2, 1, 10, 10, 10]"
24295,24295,data/train/image5625_54xxx.png,2,"[5, 4, 10, 10, 10]"
24296,24296,data/train/image19625_52xxx.png,2,"[5, 2, 10, 10, 10]"
24297,24297,data/train/image25032_8xxxx.png,1,"[8, 10, 10, 10, 10]"
24298,24298,data/train/image23608_91xxx.png,2,"[9, 1, 10, 10, 10]"
24299,24299,data/train/image24623_95xxx.png,2,"[9, 5, 10, 10, 10]"
24300,24300,data/train/image4309_1060x.png,4,"[1, 0, 6, 0, 10]"
24301,24301,data/train/image11903_0xxxx.png,1,"[0, 10, 10, 10, 10]"
24302,24302,data/train/image9798_63xxx.png,2,"[6, 3, 10, 10, 10]"
24303,24303,data/train/image5876_34xxx.png,2,"[3, 4, 10, 10, 10]"
24304,24304,data/train/image15769_273xx.png,3,"[2, 7, 3, 10, 10]"
24305,24305,data/train/image11202_84xxx.png,2,"[8, 4, 10, 10, 10]"
24306,24306,data/train/image18929_16xxx.png,2,"[1, 6, 10, 10, 10]"
24307,24307,data/train/image9915_14xxx.png,2,"[1, 4, 10, 10, 10]"
24308,24308,data/train/image17927_29xxx.png,2,"[2, 9, 10, 10, 10]"
24309,24309,data/train/image13205_260xx.png,3,"[2, 6, 0, 10, 10]"
24310,24310,data/train/image15566_5xxxx.png,1,"[5, 10, 10, 10, 10]"
24311,24311,data/train/image18777_8xxxx.png,1,"[8, 10, 10, 10, 10]"
24312,24312,data/train/image12681_25xxx.png,2,"[2, 5, 10, 10, 10]"
24313,24313,data/train/image16648_28xxx.png,2,"[2, 8, 10, 10, 10]"
24314,24314,data/train/image8356_7xxxx.png,1,"[7, 10, 10, 10, 10]"
24315,24315,data/train/image28909_1044x.png,4,"[1, 0, 4, 4, 10]"
24316,24316,data/train/image12871_25xxx.png,2,"[2, 5, 10, 10, 10]"
24317,24317,data/train/image7318_40xxx.png,2,"[4, 0, 10, 10, 10]"
24318,24318,data/train/image9351_7xxxx.png,1,"[7, 10, 10, 10, 10]"
24319,24319,data/train/image13458_26xxx.png,2,"[2, 6, 10, 10, 10]"
24320,24320,data/train/image15554_13xxx.png,2,"[1, 3, 10, 10, 10]"
24321,24321,data/train/image819_158xx.png,3,"[1, 5, 8, 10, 10]"
24322,24322,data/train/image2326_38xxx.png,2,"[3, 8, 10, 10, 10]"
24323,24323,data/train/image11837_10xxx.png,2,"[1, 0, 10, 10, 10]"
24324,24324,data/train/image1980_5xxxx.png,1,"[5, 10, 10, 10, 10]"
24325,24325,data/train/image29216_226xx.png,3,"[2, 2, 6, 10, 10]"
24326,24326,data/train/image2701_22xxx.png,2,"[2, 2, 10, 10, 10]"
24327,24327,data/train/image24_183xx.png,3,"[1, 8, 3, 10, 10]"
24328,24328,data/train/image14638_69xxx.png,2,"[6, 9, 10, 10, 10]"
24329,24329,data/train/image18681_30xxx.png,2,"[3, 0, 10, 10, 10]"
24330,24330,data/train/image18743_727xx.png,3,"[7, 2, 7, 10, 10]"
24331,24331,data/train/image912_37xxx.png,2,"[3, 7, 10, 10, 10]"
24332,24332,data/train/image20250_79xxx.png,2,"[7, 9, 10, 10, 10]"
24333,24333,data/train/image19552_685xx.png,3,"[6, 8, 5, 10, 10]"
24334,24334,data/train/image12164_640xx.png,3,"[6, 4, 0, 10, 10]"
24335,24335,data/train/image12306_13xxx.png,2,"[1, 3, 10, 10, 10]"
24336,24336,data/train/image5933_193xx.png,3,"[1, 9, 3, 10, 10]"
24337,24337,data/train/image27802_114xx.png,3,"[1, 1, 4, 10, 10]"
24338,24338,data/train/image15565_57xxx.png,2,"[5, 7, 10, 10, 10]"
24339,24339,data/train/image22827_18xxx.png,2,"[1, 8, 10, 10, 10]"
24340,24340,data/train/image26651_2xxxx.png,1,"[2, 10, 10, 10, 10]"
24341,24341,data/train/image4296_15xxx.png,2,"[1, 5, 10, 10, 10]"
24342,24342,data/train/image8665_524xx.png,3,"[5, 2, 4, 10, 10]"
24343,24343,data/train/image16720_5xxxx.png,1,"[5, 10, 10, 10, 10]"
24344,24344,data/train/image5835_43xxx.png,2,"[4, 3, 10, 10, 10]"
24345,24345,data/train/image12376_15xxx.png,2,"[1, 5, 10, 10, 10]"
24346,24346,data/train/image9725_56xxx.png,2,"[5, 6, 10, 10, 10]"
24347,24347,data/train/image21731_11xxx.png,2,"[1, 1, 10, 10, 10]"
24348,24348,data/train/image20956_47xxx.png,2,"[4, 7, 10, 10, 10]"
24349,24349,data/train/image21220_981xx.png,3,"[9, 8, 1, 10, 10]"
24350,24350,data/train/image18637_51xxx.png,2,"[5, 1, 10, 10, 10]"
24351,24351,data/train/image23014_27xxx.png,2,"[2, 7, 10, 10, 10]"
24352,24352,data/train/image2981_48xxx.png,2,"[4, 8, 10, 10, 10]"
24353,24353,data/train/image17248_21xxx.png,2,"[2, 1, 10, 10, 10]"
24354,24354,data/train/image198_29xxx.png,2,"[2, 9, 10, 10, 10]"
24355,24355,data/train/image5527_30xxx.png,2,"[3, 0, 10, 10, 10]"
24356,24356,data/train/image21988_33xxx.png,2,"[3, 3, 10, 10, 10]"
24357,24357,data/train/image9359_21xxx.png,2,"[2, 1, 10, 10, 10]"
24358,24358,data/train/image2040_88xxx.png,2,"[8, 8, 10, 10, 10]"
24359,24359,data/train/image3937_202xx.png,3,"[2, 0, 2, 10, 10]"
24360,24360,data/train/image15945_30xxx.png,2,"[3, 0, 10, 10, 10]"
24361,24361,data/train/image17036_99xxx.png,2,"[9, 9, 10, 10, 10]"
24362,24362,data/train/image8727_46xxx.png,2,"[4, 6, 10, 10, 10]"
24363,24363,data/train/image20678_5xxxx.png,1,"[5, 10, 10, 10, 10]"
24364,24364,data/train/image13984_100xx.png,3,"[1, 0, 0, 10, 10]"
24365,24365,data/train/image17155_14xxx.png,2,"[1, 4, 10, 10, 10]"
24366,24366,data/train/image26126_22xxx.png,2,"[2, 2, 10, 10, 10]"
24367,24367,data/train/image15892_138xx.png,3,"[1, 3, 8, 10, 10]"
24368,24368,data/train/image21482_305xx.png,3,"[3, 0, 5, 10, 10]"
24369,24369,data/train/image4922_41xxx.png,2,"[4, 1, 10, 10, 10]"
24370,24370,data/train/image26168_36xxx.png,2,"[3, 6, 10, 10, 10]"
24371,24371,data/train/image9576_81xxx.png,2,"[8, 1, 10, 10, 10]"
24372,24372,data/train/image5711_7xxxx.png,1,"[7, 10, 10, 10, 10]"
24373,24373,data/train/image27055_19xxx.png,2,"[1, 9, 10, 10, 10]"
24374,24374,data/train/image13636_782xx.png,3,"[7, 8, 2, 10, 10]"
24375,24375,data/train/image7989_1xxxx.png,1,"[1, 10, 10, 10, 10]"
24376,24376,data/train/image6539_39xxx.png,2,"[3, 9, 10, 10, 10]"
24377,24377,data/train/image6696_99xxx.png,2,"[9, 9, 10, 10, 10]"
24378,24378,data/train/image21831_1xxxx.png,1,"[1, 10, 10, 10, 10]"
24379,24379,data/train/image11334_2xxxx.png,1,"[2, 10, 10, 10, 10]"
24380,24380,data/train/image29294_319xx.png,3,"[3, 1, 9, 10, 10]"
24381,24381,data/train/image24415_9xxxx.png,1,"[9, 10, 10, 10, 10]"
24382,24382,data/train/image785_313xx.png,3,"[3, 1, 3, 10, 10]"
24383,24383,data/train/image1455_14xxx.png,2,"[1, 4, 10, 10, 10]"
24384,24384,data/train/image21674_23xxx.png,2,"[2, 3, 10, 10, 10]"
24385,24385,data/train/image29042_4xxxx.png,1,"[4, 10, 10, 10, 10]"
24386,24386,data/train/image9486_18xxx.png,2,"[1, 8, 10, 10, 10]"
24387,24387,data/train/image1489_1718x.png,4,"[1, 7, 1, 8, 10]"
24388,24388,data/train/image996_09xxx.png,2,"[0, 9, 10, 10, 10]"
24389,24389,data/train/image26722_114xx.png,3,"[1, 1, 4, 10, 10]"
24390,24390,data/train/image80_76xxx.png,2,"[7, 6, 10, 10, 10]"
24391,24391,data/train/image23641_11xxx.png,2,"[1, 1, 10, 10, 10]"
24392,24392,data/train/image12636_454xx.png,3,"[4, 5, 4, 10, 10]"
24393,24393,data/train/image24734_31xxx.png,2,"[3, 1, 10, 10, 10]"
24394,24394,data/train/image6371_744xx.png,3,"[7, 4, 4, 10, 10]"
24395,24395,data/train/image12756_26xxx.png,2,"[2, 6, 10, 10, 10]"
24396,24396,data/train/image22872_46xxx.png,2,"[4, 6, 10, 10, 10]"
24397,24397,data/train/image1185_131xx.png,3,"[1, 3, 1, 10, 10]"
24398,24398,data/train/image27365_16xxx.png,2,"[1, 6, 10, 10, 10]"
24399,24399,data/train/image15683_59xxx.png,2,"[5, 9, 10, 10, 10]"
24400,24400,data/train/image3908_535xx.png,3,"[5, 3, 5, 10, 10]"
24401,24401,data/train/image14222_143xx.png,3,"[1, 4, 3, 10, 10]"
24402,24402,data/train/image19412_111xx.png,3,"[1, 1, 1, 10, 10]"
24403,24403,data/train/image14220_5xxxx.png,1,"[5, 10, 10, 10, 10]"
24404,24404,data/train/image7828_133xx.png,3,"[1, 3, 3, 10, 10]"
24405,24405,data/train/image17917_9xxxx.png,1,"[9, 10, 10, 10, 10]"
24406,24406,data/train/image17610_11xxx.png,2,"[1, 1, 10, 10, 10]"
24407,24407,data/train/image17077_28xxx.png,2,"[2, 8, 10, 10, 10]"
24408,24408,data/train/image16245_31xxx.png,2,"[3, 1, 10, 10, 10]"
24409,24409,data/train/image24045_1201x.png,4,"[1, 2, 0, 1, 10]"
24410,24410,data/train/image4947_145xx.png,3,"[1, 4, 5, 10, 10]"
24411,24411,data/train/image26669_43xxx.png,2,"[4, 3, 10, 10, 10]"
24412,24412,data/train/image27730_3xxxx.png,1,"[3, 10, 10, 10, 10]"
24413,24413,data/train/image5872_2263x.png,4,"[2, 2, 6, 3, 10]"
24414,24414,data/train/image18076_27xxx.png,2,"[2, 7, 10, 10, 10]"
24415,24415,data/train/image748_82xxx.png,2,"[8, 2, 10, 10, 10]"
24416,24416,data/train/image25514_92xxx.png,2,"[9, 2, 10, 10, 10]"
24417,24417,data/train/image380_31xxx.png,2,"[3, 1, 10, 10, 10]"
24418,24418,data/train/image26431_30xxx.png,2,"[3, 0, 10, 10, 10]"
24419,24419,data/train/image18057_81xxx.png,2,"[8, 1, 10, 10, 10]"
24420,24420,data/train/image1676_106xx.png,3,"[1, 0, 6, 10, 10]"
24421,24421,data/train/image17706_11xxx.png,2,"[1, 1, 10, 10, 10]"
24422,24422,data/train/image26039_95xxx.png,2,"[9, 5, 10, 10, 10]"
24423,24423,data/train/image27821_13xxx.png,2,"[1, 3, 10, 10, 10]"
24424,24424,data/train/image3732_620xx.png,3,"[6, 2, 0, 10, 10]"
24425,24425,data/train/image2865_9xxxx.png,1,"[9, 10, 10, 10, 10]"
24426,24426,data/train/image4076_30xxx.png,2,"[3, 0, 10, 10, 10]"
24427,24427,data/train/image6405_59xxx.png,2,"[5, 9, 10, 10, 10]"
24428,24428,data/train/image29293_243xx.png,3,"[2, 4, 3, 10, 10]"
24429,24429,data/train/image24222_1154x.png,4,"[1, 1, 5, 4, 10]"
24430,24430,data/train/image21821_3xxxx.png,1,"[3, 10, 10, 10, 10]"
24431,24431,data/train/image11807_22xxx.png,2,"[2, 2, 10, 10, 10]"
24432,24432,data/train/image2507_62xxx.png,2,"[6, 2, 10, 10, 10]"
24433,24433,data/train/image15621_25xxx.png,2,"[2, 5, 10, 10, 10]"
24434,24434,data/train/image13926_230xx.png,3,"[2, 3, 0, 10, 10]"
24435,24435,data/train/image21725_28xxx.png,2,"[2, 8, 10, 10, 10]"
24436,24436,data/train/image14680_207xx.png,3,"[2, 0, 7, 10, 10]"
24437,24437,data/train/image5543_17xxx.png,2,"[1, 7, 10, 10, 10]"
24438,24438,data/train/image12799_2570x.png,4,"[2, 5, 7, 0, 10]"
24439,24439,data/train/image28582_1xxxx.png,1,"[1, 10, 10, 10, 10]"
24440,24440,data/train/image19553_25xxx.png,2,"[2, 5, 10, 10, 10]"
24441,24441,data/train/image23627_5xxxx.png,1,"[5, 10, 10, 10, 10]"
24442,24442,data/train/image27027_19xxx.png,2,"[1, 9, 10, 10, 10]"
